idno,ses_index,talent_index,capital
50999,0.8617176128093158,0.6666666666666666,5.0
51022,0.8306647258612324,1.0,5.0
51118,0.26322173702086366,0.6666666666666666,2.5
51165,0.14556040756914118,1.0,5.0
51168,0.8306647258612324,0.6666666666666666,2.5
51175,0.6521106259097526,0.6666666666666666,5.0
51176,0.7406598738476468,1.0,4.166666666666666
51177,0.8617176128093158,1.0,5.0
51188,0.3187772925764192,0.6666666666666666,3.333333333333333
51196,0.23944687045123725,0.0,1.6666666666666665
51226,0.48544395924308587,0.0,3.333333333333333
51227,0.7256186317321689,0.0,5.0
51273,0.9417758369723435,0.3333333333333333,2.5
51276,0.5409995147986415,0.6666666666666666,4.166666666666666
51277,0.4344978165938865,0.6666666666666666,4.166666666666666
51282,0.8617176128093158,0.6666666666666666,6.666666666666666
51299,0.2076661814653081,1.0,3.333333333333333
51356,0.5,0.0,6.666666666666666
51371,0.9417758369723435,1.0,6.666666666666666
51386,0.46288209606986896,0.6666666666666666,4.166666666666666
51420,0.596555070354197,0.3333333333333333,2.5
51421,0.8306647258612324,0.3333333333333333,10.0
51426,0.4417758369723435,0.6666666666666666,6.666666666666666
51489,0.4847161572052402,0.0,2.5
51492,0.9417758369723435,1.0,5.0
51498,0.2076661814653081,0.0,0.8333333333333333
51500,0.12760795730228044,0.0,2.5
51540,0.3187772925764192,0.0,5.0
51542,0.26322173702086366,0.0,2.5
51575,0.8306647258612324,0.3333333333333333,3.333333333333333
51580,0.5184376516254245,0.0,3.333333333333333
51619,0.48544395924308587,0.6666666666666666,2.5
51659,0.3187772925764192,0.0,5.833333333333334
51665,0.7406598738476468,1.0,3.333333333333333
51667,0.596555070354197,0.6666666666666666,3.333333333333333
51669,0.5288694808345463,0.3333333333333333,1.6666666666666665
51699,0.596555070354197,0.0,3.333333333333333
51711,0.868995633187773,0.6666666666666666,3.333333333333333
51722,0.8862202814167879,1.0,10.0
51769,0.37433284813197476,0.0,3.333333333333333
51770,0.5409995147986415,0.6666666666666666,5.0
51800,0.3187772925764192,0.0,2.5
51820,0.9417758369723435,1.0,5.0
51862,0.26322173702086366,0.0,2.5
51867,0.46288209606986896,0.6666666666666666,1.6666666666666665
51873,0.4471130519165454,0.0,1.6666666666666665
51902,0.42988840368753034,0.6666666666666666,3.333333333333333
51921,0.596555070354197,1.0,2.5
51930,0.42988840368753034,0.0,3.333333333333333
51934,0.4471130519165454,0.6666666666666666,0.0
51957,0.7962154294032023,0.6666666666666666,6.666666666666666
51981,0.5839398350315381,0.3333333333333333,4.166666666666666
51994,0.3187772925764192,0.6666666666666666,3.333333333333333
52021,0.5958272683163512,0.0,1.6666666666666665
52028,0.33672974284327994,1.0,5.0
52036,0.2076661814653081,0.0,2.5
52043,0.42988840368753034,0.6666666666666666,5.0
52083,0.15211062590975255,1.0,0.0
52098,0.5720524017467249,0.6666666666666666,2.5
52109,0.4291606016496846,0.6666666666666666,1.6666666666666665
52112,0.596555070354197,1.0,5.0
52126,0.3187772925764192,0.0,2.5
52132,0.4291606016496846,0.6666666666666666,5.0
52144,0.7406598738476468,1.0,6.666666666666666
52147,0.7751091703056768,0.0,10.0
52190,0.42988840368753034,0.6666666666666666,3.333333333333333
52192,0.3187772925764192,0.6666666666666666,5.0
52198,0.7962154294032023,0.0,5.0
52200,0.40732654051431344,1.0,3.333333333333333
52215,0.5184376516254245,1.0,5.0
52247,0.596555070354197,0.6666666666666666,3.333333333333333
52292,0.42988840368753034,0.0,5.0
52296,0.42988840368753034,1.0,3.333333333333333
52322,0.8306647258612324,1.0,5.0
52357,0.26322173702086366,0.0,1.6666666666666665
52361,0.6851043182920913,0.6666666666666666,5.0
52401,0.44784085395439105,0.0,8.333333333333332
52405,0.7506065016982048,0.3333333333333333,5.0
52426,0.5900048520135857,0.3333333333333333,8.333333333333332
52435,0.6950509461426492,1.0,5.0
52469,0.6851043182920913,0.3333333333333333,8.333333333333332
52493,0.46288209606986896,0.6666666666666666,5.833333333333334
52498,0.8617176128093158,0.3333333333333333,8.333333333333332
52520,0.7962154294032023,0.6666666666666666,5.0
52543,0.3922852983988355,0.3333333333333333,5.0
52560,0.5033964095099466,1.0,5.0
52568,0.3187772925764192,0.6666666666666666,1.6666666666666665
52572,0.6700630761766133,1.0,0.0
52596,0.5409995147986415,0.6666666666666666,3.333333333333333
52598,0.5184376516254245,0.6666666666666666,1.6666666666666665
52611,0.49733139252789904,0.0,3.333333333333333
52612,0.6295487627365357,1.0,5.0
52631,0.5184376516254245,0.0,5.0
52694,0.31222707423580787,0.6666666666666666,1.6666666666666665
52698,0.5589519650655022,0.3333333333333333,6.666666666666666
52702,0.8306647258612324,0.6666666666666666,1.6666666666666665
52727,0.4226103833090733,0.3333333333333333,1.6666666666666665
52749,0.48544395924308587,0.6666666666666666,2.5
52777,0.5409995147986415,0.0,1.6666666666666665
52789,0.6700630761766133,1.0,3.333333333333333
52790,0.9417758369723435,0.6666666666666666,5.833333333333334
52795,0.6521106259097526,1.0,3.333333333333333
52797,0.3187772925764192,0.6666666666666666,2.5
52806,0.5033964095099466,1.0,5.0
52812,0.7195536147501214,1.0,3.333333333333333
52830,0.6639980591945658,0.6666666666666666,5.0
52864,0.7122755943716643,0.3333333333333333,8.333333333333332
52918,0.5409995147986415,0.3333333333333333,3.333333333333333
52926,0.5739932071809801,0.6666666666666666,2.5
52930,0.5409995147986415,1.0,2.5
52933,0.5739932071809801,0.6666666666666666,3.333333333333333
52939,0.6693352741387676,0.6666666666666666,3.333333333333333
52945,0.5409995147986415,0.0,0.0
52952,0.6521106259097526,1.0,3.333333333333333
52974,0.6950509461426492,0.6666666666666666,5.0
53012,0.2076661814653081,0.0,5.0
53013,0.5727802037845706,0.3333333333333333,5.833333333333334
53061,0.15211062590975255,1.0,1.6666666666666665
53088,0.6295487627365357,1.0,10.0
53089,0.5283842794759825,0.6666666666666666,5.0
53107,0.4226103833090733,0.6666666666666666,2.5
53119,0.4291606016496846,0.0,3.333333333333333
53126,0.3517709849587579,0.6666666666666666,6.666666666666666
53130,0.42988840368753034,0.0,3.333333333333333
53152,0.48544395924308587,0.6666666666666666,2.5
53223,0.15211062590975255,0.0,3.333333333333333
53240,0.5582241630276564,0.6666666666666666,4.166666666666666
53250,0.42988840368753034,0.0,2.5
53264,0.3187772925764192,0.3333333333333333,3.333333333333333
53327,0.5356622998544396,0.6666666666666666,6.666666666666666
53330,0.47816593886462877,0.3333333333333333,3.333333333333333
53332,0.46288209606986896,0.6666666666666666,3.333333333333333
53336,0.12833575934012614,0.6666666666666666,2.5
53358,0.4471130519165454,0.0,3.333333333333333
53369,0.7962154294032023,0.3333333333333333,5.0
53381,0.3180494905385735,0.0,2.5
53403,0.42988840368753034,0.6666666666666666,3.333333333333333
53405,0.7962154294032023,0.3333333333333333,5.0
53412,0.4172731683648714,0.3333333333333333,3.333333333333333
53424,0.5409995147986415,1.0,5.0
53429,0.6639980591945658,0.0,5.0
53431,0.6639980591945658,1.0,5.0
53435,0.7406598738476468,1.0,2.5
53436,0.9417758369723435,0.6666666666666666,4.166666666666666
53439,0.4291606016496846,0.6666666666666666,3.333333333333333
53457,0.183163512857836,1.0,6.666666666666666
53473,0.42988840368753034,0.0,1.6666666666666665
53477,0.3180494905385735,0.6666666666666666,2.5
53510,0.9417758369723435,0.3333333333333333,2.5
53554,0.6145075206210577,0.0,5.833333333333334
53584,0.48544395924308587,1.0,8.333333333333332
53617,1.0,0.6666666666666666,6.666666666666666
53624,0.3187772925764192,0.6666666666666666,3.333333333333333
53662,0.37433284813197476,1.0,1.6666666666666665
53707,0.26322173702086366,0.6666666666666666,5.0
53737,0.6084425036390102,0.6666666666666666,3.333333333333333
53765,0.5184376516254245,0.0,6.666666666666666
53772,0.2076661814653081,0.6666666666666666,3.333333333333333
53779,0.5283842794759825,1.0,3.333333333333333
53785,0.7751091703056768,0.6666666666666666,6.666666666666666
53828,0.37433284813197476,0.6666666666666666,3.333333333333333
53833,0.7751091703056768,0.6666666666666666,1.6666666666666665
53836,0.8617176128093158,0.6666666666666666,10.0
53851,0.5958272683163512,1.0,5.0
53882,0.40732654051431344,0.6666666666666666,5.0
53890,0.8233867054827754,0.0,5.0
53895,0.5582241630276564,0.6666666666666666,2.5
53917,0.6084425036390102,0.6666666666666666,5.0
53963,0.8617176128093158,0.3333333333333333,6.666666666666666
53990,0.37360504609412903,0.0,2.5
53993,0.5958272683163512,0.6666666666666666,3.333333333333333
53994,0.195536147501213,0.0,4.166666666666666
53996,0.31222707423580787,1.0,3.333333333333333
54002,0.48544395924308587,0.0,0.0
54018,0.6295487627365357,0.0,3.333333333333333
54040,0.3187772925764192,0.0,5.0
54041,0.42333818534691897,0.6666666666666666,10.0
54056,0.12760795730228044,0.6666666666666666,2.5
54070,0.5409995147986415,0.0,2.5
54076,0.48544395924308587,1.0,10.0
54090,0.7962154294032023,0.6666666666666666,5.0
54118,0.5409995147986415,0.0,3.333333333333333
54131,0.2076661814653081,0.6666666666666666,5.0
54135,0.868995633187773,1.0,5.833333333333334
54160,0.5839398350315381,1.0,6.666666666666666
54164,0.5283842794759825,0.3333333333333333,3.333333333333333
54198,0.37433284813197476,0.3333333333333333,5.0
54234,0.48544395924308587,0.3333333333333333,5.0
54244,0.46288209606986896,0.6666666666666666,2.5
54247,0.5739932071809801,0.6666666666666666,3.333333333333333
54256,0.4177583697234352,1.0,3.333333333333333
54261,0.8233867054827754,1.0,2.5
54267,0.2566715186802523,0.6666666666666666,6.666666666666666
54333,0.7506065016982048,0.0,3.333333333333333
54334,0.7678311499272198,0.6666666666666666,3.333333333333333
54362,0.6455604075691412,1.0,3.333333333333333
54367,0.8306647258612324,1.0,4.166666666666666
54371,0.26322173702086366,0.0,2.5
54419,0.15211062590975255,0.6666666666666666,2.5
54427,0.22489082969432314,0.6666666666666666,5.0
54448,0.4471130519165454,0.3333333333333333,5.833333333333334
54456,0.26322173702086366,0.0,3.333333333333333
54476,0.596555070354197,0.6666666666666666,2.5
54504,0.48544395924308587,1.0,5.0
54535,0.6513828238719068,0.6666666666666666,2.5
54541,0.2076661814653081,0.6666666666666666,5.0
54558,0.15211062590975255,0.0,2.5
54561,0.4061135371179039,0.0,3.333333333333333
54601,0.07205240174672489,0.0,1.6666666666666665
54644,0.5184376516254245,1.0,5.0
54656,0.7195536147501214,0.3333333333333333,6.666666666666666
54660,0.5528869480834546,0.6666666666666666,7.5
54670,0.42988840368753034,0.0,3.333333333333333
54700,0.6851043182920913,0.0,2.5
54708,0.5589519650655022,1.0,2.5
54714,0.7751091703056768,0.6666666666666666,3.333333333333333
54728,0.6700630761766133,1.0,5.0
54774,0.9417758369723435,1.0,10.0
54794,0.48544395924308587,0.6666666666666666,8.333333333333334
54803,0.8862202814167879,0.3333333333333333,9.166666666666668
54808,0.37433284813197476,0.0,3.333333333333333
54824,0.9417758369723435,1.0,8.333333333333332
54845,0.26322173702086366,0.0,0.0
54846,0.3187772925764192,0.6666666666666666,3.333333333333333
54849,0.15211062590975255,0.0,2.5
54862,0.6851043182920913,0.6666666666666666,4.166666666666666
54924,0.8233867054827754,0.6666666666666666,3.333333333333333
54934,0.5033964095099466,0.6666666666666666,0.8333333333333333
54980,1.0,1.0,6.666666666666666
54983,0.8862202814167879,0.3333333333333333,8.333333333333332
54984,0.5739932071809801,0.6666666666666666,3.333333333333333
54986,0.37433284813197476,0.6666666666666666,1.6666666666666665
54997,0.42988840368753034,0.0,2.5
55052,0.48544395924308587,1.0,3.333333333333333
55083,0.9444444444444444,1.0,5.0
55087,0.9417758369723435,0.3333333333333333,10.0
55125,0.44784085395439105,0.3333333333333333,2.5
55165,0.5409995147986415,0.0,3.333333333333333
55183,0.262493934983018,0.6666666666666666,1.6666666666666665
55213,0.502668607472101,1.0,6.666666666666666
55249,0.9417758369723435,1.0,9.166666666666668
55290,0.6145075206210577,0.0,5.0
55349,0.8862202814167879,1.0,7.5
55372,0.2076661814653081,0.0,2.5
55382,0.7962154294032023,0.6666666666666666,5.0
55383,0.3517709849587579,0.0,2.5
55403,0.9417758369723435,0.6666666666666666,2.5
55458,0.6295487627365357,0.6666666666666666,3.333333333333333
55460,0.7962154294032023,0.3333333333333333,2.5
55492,0.2076661814653081,0.6666666666666666,3.333333333333333
55524,0.26322173702086366,0.6666666666666666,3.333333333333333
55531,0.48544395924308587,0.6666666666666666,3.333333333333333
55534,0.5409995147986415,1.0,1.6666666666666665
55561,0.6567200388161087,0.6666666666666666,10.0
55565,0.6145075206210577,0.6666666666666666,3.333333333333333
55591,0.37433284813197476,0.3333333333333333,3.333333333333333
55608,0.5739932071809801,0.3333333333333333,3.333333333333333
55609,0.2076661814653081,0.0,0.8333333333333333
55616,0.5727802037845706,0.6666666666666666,2.5
55629,0.7506065016982048,0.6666666666666666,3.333333333333333
55631,0.5184376516254245,0.6666666666666666,3.333333333333333
55634,0.7751091703056768,0.0,2.5
55647,0.7777777777777778,1.0,3.333333333333333
55664,0.9417758369723435,1.0,7.5
55703,0.6295487627365357,0.6666666666666666,1.6666666666666665
55724,0.40732654051431344,0.6666666666666666,2.5
55748,0.37433284813197476,0.6666666666666666,5.0
55781,0.36171761280931586,1.0,5.0
55782,0.48544395924308587,0.6666666666666666,1.6666666666666665
55808,0.33672974284327994,0.0,2.5
55851,0.6295487627365357,0.0,5.0
55904,0.26322173702086366,0.0,5.0
55922,0.9417758369723435,1.0,10.0
55936,0.7506065016982048,0.0,3.333333333333333
55957,0.3187772925764192,0.0,2.5
56016,0.596555070354197,0.3333333333333333,3.333333333333333
56032,0.9417758369723435,1.0,5.0
56064,0.3517709849587579,0.6666666666666666,8.333333333333332
56086,0.7751091703056768,1.0,2.5
56101,0.26322173702086366,0.0,2.5
56107,0.26322173702086366,0.0,5.0
56132,0.37433284813197476,0.6666666666666666,5.0
56169,0.42988840368753034,0.6666666666666666,3.333333333333333
56196,0.46288209606986896,1.0,3.333333333333333
56211,0.7506065016982048,0.3333333333333333,10.0
56213,0.6521106259097526,0.3333333333333333,5.0
56219,0.6700630761766133,0.0,5.0
56239,0.6455604075691412,0.0,5.833333333333332
56256,0.15211062590975255,0.0,3.333333333333333
56265,0.7195536147501214,1.0,3.333333333333333
56267,0.3187772925764192,1.0,5.0
56270,1.0,1.0,7.5
56295,0.7256186317321689,1.0,3.333333333333333
56297,0.46288209606986896,0.6666666666666666,3.333333333333333
56317,0.5184376516254245,0.6666666666666666,1.6666666666666665
56325,0.596555070354197,0.0,3.333333333333333
56328,0.5409995147986415,1.0,3.333333333333333
56355,0.6851043182920913,0.6666666666666666,2.5
56401,0.8306647258612324,1.0,8.333333333333332
56403,0.8862202814167879,0.0,3.333333333333333
56432,0.596555070354197,0.3333333333333333,2.5
56437,0.2076661814653081,0.0,2.5
56456,0.48010674429888406,0.6666666666666666,10.0
56462,0.6851043182920913,1.0,3.333333333333333
56470,0.6145075206210577,0.3333333333333333,5.0
56479,0.6295487627365357,1.0,5.0
56498,0.5958272683163512,0.6666666666666666,2.5
56500,0.46288209606986896,0.6666666666666666,2.5
56509,0.26322173702086366,0.0,2.5
56527,0.596555070354197,1.0,3.333333333333333
56560,0.5409995147986415,0.6666666666666666,3.333333333333333
56562,0.7195536147501214,1.0,6.666666666666666
56648,0.8617176128093158,0.6666666666666666,1.6666666666666665
56674,0.6455604075691412,0.3333333333333333,3.333333333333333
56684,0.6513828238719068,1.0,6.666666666666666
56690,0.4847161572052402,0.0,3.333333333333333
56715,0.5409995147986415,0.6666666666666666,3.333333333333333
56741,0.7506065016982048,0.0,3.333333333333333
56777,0.2942746239689471,0.6666666666666666,0.0
56807,0.7751091703056768,0.6666666666666666,8.333333333333332
56808,0.3187772925764192,0.0,5.0
56809,0.8617176128093158,1.0,5.0
56886,0.1111111111111111,0.6666666666666666,0.0
56915,0.5184376516254245,0.6666666666666666,6.666666666666666
56956,0.46288209606986896,1.0,2.5
56967,0.8306647258612324,0.3333333333333333,3.333333333333333
56992,0.48544395924308587,1.0,7.5
57041,0.37433284813197476,0.6666666666666666,3.333333333333333
57077,0.8061620572537602,0.0,3.333333333333333
57088,0.07205240174672489,0.0,4.166666666666666
57092,0.5739932071809801,1.0,6.666666666666666
57097,0.37433284813197476,0.0,3.333333333333333
57123,0.26322173702086366,0.0,3.333333333333333
57139,0.4609412906356138,0.0,0.0
57179,0.26322173702086366,0.6666666666666666,2.5
57209,0.596555070354197,1.0,3.333333333333333
57219,0.2942746239689471,0.0,1.6666666666666665
57265,0.7962154294032023,0.6666666666666666,5.0
57297,0.5409995147986415,0.6666666666666666,3.333333333333333
57316,0.42988840368753034,0.6666666666666666,3.333333333333333
57337,0.48544395924308587,0.3333333333333333,3.333333333333333
57350,0.7256186317321689,0.0,3.333333333333333
57356,0.36171761280931586,0.3333333333333333,8.333333333333332
57372,0.262493934983018,0.6666666666666666,3.333333333333333
57384,0.5409995147986415,0.6666666666666666,3.333333333333333
57399,0.4291606016496846,0.0,3.333333333333333
57420,0.31222707423580787,0.6666666666666666,10.0
57431,0.3517709849587579,0.6666666666666666,6.666666666666666
57441,0.7406598738476468,1.0,3.333333333333333
57456,0.9417758369723435,0.3333333333333333,2.5
57466,0.42988840368753034,0.0,3.333333333333333
57469,0.37433284813197476,0.0,2.5
57477,0.46288209606986896,0.6666666666666666,2.5
57479,0.2076661814653081,0.6666666666666666,2.5
57516,0.8617176128093158,1.0,3.333333333333333
57521,0.2076661814653081,0.0,3.333333333333333
57546,0.23871906841339155,0.0,3.333333333333333
57569,0.7023289665211063,0.0,2.5
57594,0.7406598738476468,0.0,3.333333333333333
57630,0.5900048520135857,1.0,5.0
57642,0.8306647258612324,0.6666666666666666,3.333333333333333
57679,0.6521106259097526,0.6666666666666666,6.666666666666666
57744,0.40732654051431344,0.6666666666666666,7.5
57785,0.8617176128093158,1.0,2.5
57805,0.48544395924308587,0.6666666666666666,0.0
57812,0.5589519650655022,0.6666666666666666,6.666666666666666
57861,0.7256186317321689,0.3333333333333333,8.333333333333332
57885,0.5839398350315381,1.0,5.0
57888,0.37360504609412903,0.6666666666666666,2.5
57899,0.5409995147986415,0.0,3.333333333333333
57945,0.5589519650655022,1.0,3.333333333333333
57956,0.4061135371179039,0.6666666666666666,5.0
57959,0.8862202814167879,0.3333333333333333,8.333333333333332
57996,0.6295487627365357,0.6666666666666666,3.333333333333333
58047,0.6521106259097526,0.6666666666666666,2.5
58069,0.7962154294032023,0.6666666666666666,5.0
58080,0.48544395924308587,0.0,3.333333333333333
58128,0.7023289665211063,1.0,9.166666666666668
58170,0.7777777777777778,0.3333333333333333,3.333333333333333
58173,0.6455604075691412,0.0,7.5
58222,0.5720524017467249,0.0,2.5
58229,0.36899563318777295,1.0,9.166666666666668
58255,0.42988840368753034,0.3333333333333333,0.8333333333333333
58263,0.9417758369723435,1.0,3.333333333333333
58277,0.8306647258612324,0.0,3.333333333333333
58289,0.6521106259097526,1.0,3.333333333333333
58333,0.2076661814653081,0.0,3.333333333333333
58372,0.6145075206210577,0.0,5.0
58395,0.7962154294032023,0.6666666666666666,3.333333333333333
58406,0.48544395924308587,0.6666666666666666,3.333333333333333
58415,0.8333333333333333,0.0,5.833333333333334
58448,0.6521106259097526,0.3333333333333333,3.333333333333333
58458,0.3066472586123241,0.6666666666666666,2.5
58466,0.7248908296943232,0.6666666666666666,3.333333333333333
58473,0.46288209606986896,0.0,5.0
58481,0.868995633187773,0.6666666666666666,5.0
58488,0.4847161572052402,0.6666666666666666,3.333333333333333
58507,0.2076661814653081,0.6666666666666666,5.0
58513,0.6521106259097526,0.0,3.333333333333333
58525,0.4291606016496846,0.6666666666666666,3.333333333333333
58617,0.26322173702086366,0.6666666666666666,3.333333333333333
58623,0.22489082969432314,0.0,3.333333333333333
58631,0.40732654051431344,1.0,2.5
58643,0.2942746239689471,0.0,2.5
58681,0.5589519650655022,1.0,3.333333333333333
58688,0.7256186317321689,0.3333333333333333,4.166666666666666
58724,0.3187772925764192,0.6666666666666666,2.5
58769,0.37433284813197476,0.0,2.5
58801,0.6145075206210577,0.6666666666666666,3.333333333333333
58827,0.48544395924308587,0.6666666666666666,4.166666666666666
58856,0.37433284813197476,0.6666666666666666,5.0
58869,0.5409995147986415,0.0,1.6666666666666665
58884,0.8134400776322174,0.6666666666666666,3.333333333333333
58890,0.868995633187773,0.0,2.5
58897,0.3187772925764192,0.6666666666666666,2.5
58984,0.3517709849587579,0.6666666666666666,2.5
58985,0.6145075206210577,0.3333333333333333,1.6666666666666665
58999,0.9417758369723435,0.0,9.166666666666668
59062,0.5409995147986415,0.3333333333333333,3.333333333333333
59065,0.2222222222222222,0.6666666666666666,9.166666666666668
59069,0.3670548277535177,1.0,8.333333333333332
59095,0.05555555555555555,0.6666666666666666,0.8333333333333333
59119,0.3498301795245027,0.6666666666666666,4.166666666666666
59145,0.5402717127607958,1.0,2.5
59151,0.2076661814653081,1.0,10.0
59216,0.3187772925764192,0.3333333333333333,5.0
59245,0.9417758369723435,0.3333333333333333,3.333333333333333
59264,0.8306647258612324,0.0,5.0
59294,0.8306647258612324,0.0,3.333333333333333
59296,0.42988840368753034,0.0,1.6666666666666665
59329,0.5283842794759825,0.0,5.0
59352,0.48544395924308587,0.6666666666666666,2.5
59367,0.3915574963609898,0.0,5.0
59398,0.7195536147501214,0.6666666666666666,7.5
59428,0.6145075206210577,0.6666666666666666,5.0
59440,0.26322173702086366,0.6666666666666666,5.0
59464,0.4847161572052402,0.0,1.6666666666666665
59475,0.46288209606986896,0.6666666666666666,3.333333333333333
59477,0.7195536147501214,1.0,6.666666666666666
59487,0.12833575934012614,0.0,3.333333333333333
59497,0.7023289665211063,0.3333333333333333,3.333333333333333
59563,0.4847161572052402,0.6666666666666666,2.5
59588,0.596555070354197,0.6666666666666666,6.666666666666666
59614,0.5900048520135857,1.0,6.666666666666666
59651,0.5337214944201844,1.0,5.0
59660,0.8306647258612324,0.6666666666666666,3.333333333333333
59672,0.9417758369723435,1.0,6.666666666666666
59679,0.3498301795245027,0.3333333333333333,0.8333333333333333
59694,0.5184376516254245,0.6666666666666666,2.5
59712,0.183163512857836,0.0,2.5
59713,0.8061620572537602,1.0,9.166666666666668
59728,0.4471130519165454,1.0,7.5
59732,0.36899563318777295,0.0,6.666666666666666
59736,0.42455118874332853,1.0,5.0
59740,0.5356622998544396,0.6666666666666666,1.6666666666666665
59743,0.7195536147501214,0.3333333333333333,1.6666666666666665
59747,0.15211062590975255,0.6666666666666666,2.5
59789,0.48544395924308587,0.6666666666666666,3.333333333333333
59820,0.8617176128093158,1.0,7.5
59880,0.596555070354197,0.0,1.6666666666666665
59904,0.2076661814653081,0.0,1.6666666666666665
59921,0.5409995147986415,0.6666666666666666,2.5
59933,0.3187772925764192,0.0,3.333333333333333
59957,0.9417758369723435,1.0,5.0
59960,0.6394953905870937,0.3333333333333333,3.333333333333333
59961,0.5589519650655022,0.6666666666666666,2.5
59966,0.23871906841339155,0.6666666666666666,2.5
60024,0.5727802037845706,0.6666666666666666,6.666666666666666
60038,0.6521106259097526,0.6666666666666666,3.333333333333333
60064,0.5589519650655022,1.0,3.333333333333333
60103,0.262493934983018,1.0,5.0
60105,0.262493934983018,0.0,1.6666666666666665
60123,0.7248908296943232,1.0,5.0
60219,0.5739932071809801,0.6666666666666666,5.0
60267,0.9417758369723435,0.3333333333333333,2.5
60312,0.5912178554099952,0.6666666666666666,2.5
60342,0.37433284813197476,0.0,3.333333333333333
60365,0.4291606016496846,0.6666666666666666,3.333333333333333
60378,0.42988840368753034,0.6666666666666666,2.5
60380,0.26322173702086366,0.6666666666666666,2.5
60390,0.6851043182920913,1.0,1.6666666666666665
60393,0.3187772925764192,0.6666666666666666,3.333333333333333
60406,0.8134400776322174,1.0,5.0
60447,0.8306647258612324,0.0,6.666666666666666
60473,0.3187772925764192,0.6666666666666666,2.5
60550,0.2076661814653081,0.6666666666666666,1.6666666666666665
60551,0.48544395924308587,0.6666666666666666,5.0
60573,0.596555070354197,0.0,3.333333333333333
60577,0.37433284813197476,0.0,2.5
60579,0.8306647258612324,0.6666666666666666,5.0
60590,0.48544395924308587,0.6666666666666666,2.5
60605,0.7751091703056768,0.0,3.333333333333333
60615,0.4471130519165454,0.6666666666666666,5.833333333333334
60624,0.8061620572537602,0.0,3.333333333333333
60632,0.5892770499757399,0.6666666666666666,5.0
60733,0.12760795730228044,0.6666666666666666,1.6666666666666665
60751,0.5409995147986415,0.0,3.333333333333333
60797,0.49733139252789904,0.0,6.666666666666666
60878,0.6145075206210577,0.6666666666666666,5.0
60961,0.29621542940320233,1.0,8.333333333333332
60972,0.5402717127607958,1.0,10.0
60988,0.5739932071809801,1.0,5.0
61005,0.3187772925764192,0.0,2.5
61022,0.5839398350315381,0.6666666666666666,10.0
61041,0.44784085395439105,1.0,1.6666666666666665
61050,0.12833575934012614,1.0,2.5
61051,0.29500242600679283,1.0,5.833333333333334
61114,0.5892770499757399,1.0,2.5
61125,0.2076661814653081,0.0,6.666666666666666
61168,1.0,0.3333333333333333,5.833333333333334
61180,0.3187772925764192,0.0,1.6666666666666665
61206,0.6513828238719068,1.0,3.333333333333333
61212,0.8862202814167879,1.0,5.833333333333334
61251,0.5409995147986415,0.0,3.333333333333333
61270,0.16666666666666666,0.0,0.0
61396,0.3360019408054342,0.6666666666666666,5.0
61401,0.8862202814167879,0.0,6.666666666666666
61415,0.7195536147501214,1.0,5.0
61421,0.9417758369723435,0.3333333333333333,3.333333333333333
61424,0.7506065016982048,0.6666666666666666,5.0
