capital_change,event_type,talent_value
1.0416666666666665,lucky,0.3333333333333333
160.0,lucky,0.6666666666666666
1.25,lucky,1.0
-0.003255208333333333,unlucky,0.0
-1.0416666666666665,unlucky,0.3333333333333333
20.0,lucky,0.6666666666666666
10.0,lucky,1.0
2133.333333333333,lucky,1.0
0.0390625,lucky,0.6666666666666666
5.0,lucky,1.0
3.333333333333333,lucky,1.0
0.8333333333333333,lucky,0.6666666666666666
-0.078125,unlucky,0.0
-0.00020345052083333332,unlucky,0.0
-0.10416666666666666,unlucky,0.6666666666666666
-0.0008138020833333333,unlucky,0.0
-2.5,unlucky,0.6666666666666666
-2.916666666666667,unlucky,1.0
-0.013020833333333332,unlucky,1.0
10.0,lucky,0.0
853.3333333333333,lucky,1.0
2.5,lucky,1.0
0.3125,lucky,1.0
3.333333333333333,lucky,0.3333333333333333
10.0,lucky,0.6666666666666666
5.0,lucky,0.6666666666666666
-0.20833333333333331,unlucky,0.6666666666666666
-0.20833333333333331,unlucky,1.0
-1.6666666666666663,unlucky,0.6666666666666666
5.0,lucky,0.6666666666666666
-10.0,unlucky,1.0
-1.25,unlucky,0.6666666666666666
10.0,lucky,1.0
1.25,lucky,0.6666666666666666
2.5,lucky,0.0
4266.666666666666,lucky,1.0
426.66666666666663,lucky,0.6666666666666666
-0.26041666666666663,unlucky,0.6666666666666666
-0.10416666666666666,unlucky,0.6666666666666666
-0.00040690104166666663,unlucky,0.0
-2.5,unlucky,0.6666666666666666
40.0,lucky,0.6666666666666666
1.6666666666666665,lucky,0.3333333333333333
6.666666666666666,lucky,0.3333333333333333
20.0,lucky,0.6666666666666666
0.15625,lucky,0.3333333333333333
20.0,lucky,0.0
1706.6666666666665,lucky,1.0
-0.8333333333333333,unlucky,0.6666666666666666
-0.009765625,unlucky,0.0
-40.0,unlucky,0.6666666666666666
-1.6666666666666665,unlucky,0.3333333333333333
-0.8333333333333331,unlucky,0.6666666666666666
-0.0002034505208333333,unlucky,0.0
-0.3125,unlucky,1.0
5.833333333333332,lucky,0.3333333333333333
0.013020833333333332,lucky,0.0
0.026041666666666664,lucky,0.3333333333333333
-0.0048828125,unlucky,0.0
-2.5,unlucky,1.0
-0.006510416666666666,unlucky,0.0
-0.5208333333333333,unlucky,0.3333333333333333
-4266.666666666666,unlucky,1.0
-0.00020345052083333332,unlucky,0.0
160.0,lucky,1.0
1.4583333333333335,lucky,0.6666666666666666
13.333333333333332,lucky,0.3333333333333333
1.4583333333333335,lucky,1.0
5.0,lucky,0.0
0.001220703125,lucky,0.6666666666666666
-0.15625,unlucky,0.3333333333333333
-0.0390625,unlucky,0.0
-0.41666666666666663,unlucky,0.6666666666666666
-4.166666666666666,unlucky,0.6666666666666666
-0.00010172526041666666,unlucky,0.0
-0.00010172526041666664,unlucky,0.0
-0.15625,unlucky,1.0
-0.013020833333333332,unlucky,0.6666666666666666
-0.006510416666666666,unlucky,0.6666666666666666
0.15625,lucky,0.3333333333333333
26.666666666666664,lucky,0.3333333333333333
11.666666666666664,lucky,0.3333333333333333
0.02604166666666666,lucky,0.6666666666666666
-1.25,unlucky,0.6666666666666666
-0.001220703125,unlucky,0.6666666666666666
-3.333333333333333,unlucky,1.0
-0.026041666666666664,unlucky,0.3333333333333333
-0.0006103515625,unlucky,0.6666666666666666
-0.0390625,unlucky,0.6666666666666666
-1.6666666666666665,unlucky,1.0
-5.0,unlucky,0.0
-0.01953125,unlucky,0.6666666666666666
4266.666666666666,lucky,1.0
853.3333333333333,lucky,0.6666666666666666
-2.5,unlucky,0.0
-0.05208333333333333,unlucky,0.6666666666666666
-0.8333333333333333,unlucky,1.0
-0.01302083333333333,unlucky,0.6666666666666666
-0.0016276041666666665,unlucky,0.3333333333333333
-0.00020345052083333332,unlucky,0.0
2.083333333333333,lucky,1.0
0.0016276041666666663,lucky,0.0
40.0,lucky,0.6666666666666666
2.916666666666667,lucky,0.6666666666666666
-0.41666666666666663,unlucky,1.0
-16.666666666666664,unlucky,0.6666666666666666
-2.083333333333333,unlucky,1.0
-160.0,unlucky,0.6666666666666666
-5.0,unlucky,0.6666666666666666
-0.00010172526041666666,unlucky,0.0
80.0,lucky,0.6666666666666666
-426.66666666666663,unlucky,1.0
-1.4583333333333335,unlucky,1.0
-0.0008138020833333333,unlucky,0.0
-0.00010172526041666666,unlucky,0.0
-1.4583333333333335,unlucky,1.0
3.333333333333333,lucky,0.6666666666666666
-80.0,unlucky,0.6666666666666666
-2.083333333333333,unlucky,0.6666666666666666
-0.01953125,unlucky,0.0
-3.333333333333333,unlucky,0.3333333333333333
-0.002034505208333333,unlucky,0.6666666666666666
-1.0416666666666665,unlucky,0.6666666666666666
-0.05208333333333333,unlucky,0.6666666666666666
6.666666666666666,lucky,0.6666666666666666
0.026041666666666664,lucky,0.3333333333333333
0.003255208333333333,lucky,0.0
3.333333333333333,lucky,1.0
-20.0,unlucky,0.6666666666666666
-0.0016276041666666663,unlucky,0.0
-0.026041666666666664,unlucky,0.6666666666666666
-0.0008138020833333332,unlucky,0.0
0.0016276041666666665,lucky,0.3333333333333333
0.10416666666666666,lucky,0.6666666666666666
40.0,lucky,0.6666666666666666
1.6666666666666665,lucky,0.3333333333333333
0.078125,lucky,0.6666666666666666
0.013020833333333332,lucky,1.0
-0.0048828125,unlucky,0.0
-0.15625,unlucky,0.3333333333333333
-10.0,unlucky,1.0
-2.5,unlucky,1.0
-0.013020833333333332,unlucky,0.0
-0.026041666666666664,unlucky,0.3333333333333333
-10.0,unlucky,0.6666666666666666
60.0,lucky,0.6666666666666666
2.5,lucky,0.6666666666666666
8533.333333333332,lucky,1.0
-5.0,unlucky,1.0
-0.026041666666666664,unlucky,0.6666666666666666
0.05208333333333332,lucky,0.6666666666666666
-6.666666666666666,unlucky,0.6666666666666666
-1.0416666666666665,unlucky,1.0
-5.0,unlucky,0.6666666666666666
-0.009765625,unlucky,0.0
-160.0,unlucky,1.0
-0.00020345052083333332,unlucky,0.0
80.0,lucky,0.6666666666666666
0.026041666666666664,lucky,0.6666666666666666
-5.086263020833332e-05,unlucky,0.0
-0.078125,unlucky,1.0
-0.625,unlucky,0.6666666666666666
-2.083333333333333,unlucky,0.6666666666666666
-5.0,unlucky,1.0
-1.25,unlucky,1.0
-0.008138020833333332,unlucky,0.3333333333333333
10.0,lucky,0.6666666666666666
0.003255208333333333,lucky,0.3333333333333333
-0.8333333333333333,unlucky,0.0
